Well name,Group Answer,Date,Ground Elevation(masl),Datum Elevation(masl),Surveyed Stickup(m),Total Depth of Piezometer(mbgs),Bottom of Piezometer Elevation(masl),Depth Interval of Screen(mbgs),Elevation Interval of Screen(masl),Depth Interval of Sand(mbgs),Elevation Interval of Sand(masl),Time(hh:mm),Observed Depth to Groundwater(mbtoc),Observed Depth to Groundwater(mbgs),Depth to Product(mbtoc),Observed Product Thickness(m),Corrected Product Thickness(m),Corrected Depth to Groundwater(mbtoc),Corrected Depth to Groundwater(mbgs),Observed Groundwater Surface Elevation(masl),Corrected Groundwater Surface Elevation(masl),Depth to Bottom of Well(mbtoc),Measured Stick up(m),Easting(m),Northing(m)
13-03D,Medial,31-Aug-17,952.58,953.32,0.73,9,943.58,6.00 - 9.03,946.58 - 943.61,N/A,N/A,---,5.2,4.47,,N/A,N/A,5.2,4.47,948.12,948.12,N/M,N/M,645758,5867727
13-03D,Medial,18-Oct-17,952.58,953.32,0.73,9,943.58,6.00 - 9.04,946.58 - 943.62,N/A,N/A,14:35,5.5,4.77,,N/A,N/A,5.5,4.77,947.82,947.82,10.35,N/M,645758,5867727
13-03D,Medial,16-May-18,952.58,953.32,0.73,9,943.58,6.00 - 9.05,946.58 - 943.63,N/A,N/A,12:40,6.545,5.814,6.505,0.04,0.032,6.513,5.782,946.77,946.802,10.34,N/M,645758,5867727
13-03D,Medial,11-Oct-18,952.58,953.32,0.73,9,943.58,6.00 - 9.06,946.58 - 943.64,N/A,N/A,10:10,3.285,2.554,3.215,0.07,0.056,3.229,2.498,950.03,950.086,N/M,N/M,645758,5867727
13-03D,Medial,26-Oct-18,952.58,953.32,0.73,9,943.58,6.00 - 9.07,946.58 - 943.65,N/A,N/A,---,6.82,6.089,6.808,0.012,0.01,6.81,6.079,946.495,946.505,N/M,N/M,645758,5867727
04-46-2,Medial,06-Jun-16,953.02,953.7,0.67,14.8,938.22,13.30 - 14.80,939.72 - 938.22,N/A,N/A,15:25,10.92,10.25,,N/A,N/A,10.92,10.25,942.78,942.78,15.56,N/M,645616.062,5867930.462
04-46-2,Medial,18-Oct-16,953.02,953.7,0.67,14.8,938.22,13.30 - 14.81,939.72 - 938.23,N/A,N/A,11:00,9.97,9.3,,N/A,N/A,9.97,9.3,943.73,943.73,N/M,N/M,645616.062,5867930.462
04-46-2,Medial,29-May-17,953.02,953.7,0.67,14.8,938.22,13.30 - 14.82,939.72 - 938.24,N/A,N/A,13:52,10.02,9.35,,N/A,N/A,10.02,9.35,943.68,943.68,N/M,N/M,645616.062,5867930.462
04-46-2,Medial,18-Oct-17,953.02,953.7,0.67,14.8,938.22,13.30 - 14.83,939.72 - 938.25,N/A,N/A,17:30,10.18,9.51,,N/A,N/A,10.18,9.51,943.52,943.52,N/M,N/M,645616.062,5867930.462
04-46-2,Medial,16-May-18,953.02,953.7,0.67,14.8,938.22,13.30 - 14.84,939.72 - 938.26,N/A,N/A,8:50,10.59,9.92,,N/A,N/A,10.59,9.92,943.11,943.11,15.57,N/M,645616.062,5867930.462
04-46-2,Medial,10-Oct-18,953.02,953.7,0.67,14.8,938.22,13.30 - 14.85,939.72 - 938.27,N/A,N/A,11:55,10.52,9.85,,N/A,N/A,10.52,9.85,943.18,943.18,N/M,N/M,645616.062,5867930.462
TH3,Medial,06-Jun-16,942.28,942.82,0.54,4.3,937.98,3.30 - 4.30,938.98 - 937.98,N/A,N/A,10:08,1.68,1.14,,N/A,N/A,1.68,1.14,941.14,941.14,2.54,N/M,645846.34,5867955.399
TH3,Medial,18-Oct-16,942.28,942.82,0.54,4.3,937.98,3.30 - 4.31,938.98 - 937.99,N/A,N/A,10:25,1.07,0.53,,N/A,N/A,1.07,0.53,941.75,941.75,N/M,N/M,645846.34,5867955.399
TH3,Medial,29-May-17,942.28,942.82,0.54,4.3,937.98,3.30 - 4.32,938.98 - 937.100,N/A,N/A,13:00,1.11,0.57,,N/A,N/A,1.11,0.57,941.71,941.71,N/M,N/M,645846.34,5867955.399
TH3,Medial,17-Oct-17,942.28,942.82,0.54,4.3,937.98,3.30 - 4.33,938.98 - 937.101,N/A,N/A,13:15,1.27,0.73,,N/A,N/A,1.27,0.73,941.55,941.55,N/M,N/M,645846.34,5867955.399
TH3,Medial,16-May-18,942.28,942.82,0.54,4.3,937.98,3.30 - 4.34,938.98 - 937.102,N/A,N/A,10:00,1.21,0.67,,N/A,N/A,1.21,0.67,941.61,941.61,2.64,N/M,645846.34,5867955.399
TH3,Medial,09-Oct-18,942.28,942.82,0.54,4.3,937.98,3.30 - 4.35,938.98 - 937.103,N/A,N/A,13:15,1.92,1.38,,N/A,N/A,1.92,1.38,940.9,940.9,N/M,N/M,645846.34,5867955.399
TH8,Medial,06-Jun-16,943.7,945,1.3,1.63,942.07,1.43 - 1.63,942.27 - 942.07,N/A,N/A,16:12,2.68,1.38,,N/A,N/A,2.68,1.38,942.32,942.32,2.84,N/M,645627.226,5868004.822
TH8,Medial,18-Oct-16,943.7,945,1.3,1.63,942.07,1.43 - 1.64,942.27 - 942.08,N/A,N/A,9:30,2.22,0.92,,N/A,N/A,2.22,0.92,942.78,942.78,N/M,N/M,645627.226,5868004.822
TH8,Medial,29-May-17,943.7,945,1.3,1.63,942.07,1.43 - 1.65,942.27 - 942.09,N/A,N/A,12:35,2.14,0.84,,N/A,N/A,2.14,0.84,942.86,942.86,N/M,N/M,645627.226,5868004.822
TH8,Medial,17-Oct-17,943.7,945,1.3,1.63,942.07,1.43 - 1.66,942.27 - 942.10,N/A,N/A,13:00,2.21,0.91,,N/A,N/A,2.21,0.91,942.79,942.79,N/M,N/M,645627.226,5868004.822
TH8,Medial,14-May-18,943.7,945,1.3,1.63,942.07,1.43 - 1.67,942.27 - 942.11,N/A,N/A,13:36,2.28,0.98,,N/A,N/A,2.28,0.98,942.72,942.72,2.9,N/M,645627.226,5868004.822
TH8,Medial,09-Oct-18,943.7,945,1.3,1.63,942.07,1.43 - 1.68,942.27 - 942.12,N/A,N/A,12:45,2.25,0.95,,N/A,N/A,2.25,0.95,942.75,942.75,N/M,N/M,645627.226,5868004.822
04-44-2,Medial,07-Jun-16,950.79,951.38,0.59,10,940.79,8.50 - 10.00,942.29 - 940.79,N/A,N/A,15:30,7.01,6.43,,N/A,N/A,7.01,6.43,944.37,944.37,10.19,N/M,645897.96,5867660.735
04-44-2,Medial,19-Oct-16,950.79,951.38,0.59,10,940.79,8.50 - 10.01,942.29 - 940.80,N/A,N/A,9:37,5.11,4.53,,N/A,N/A,5.11,4.53,946.27,946.27,N/M,N/M,645897.96,5867660.735
04-44-2,Medial,31-May-17,950.79,951.38,0.59,10,940.79,8.50 - 10.02,942.29 - 940.81,N/A,N/A,9:40,5.09,4.51,,N/A,N/A,5.09,4.51,946.29,946.29,N/M,N/M,645897.96,5867660.735
04-44-2,Medial,18-Oct-17,950.79,951.38,0.59,10,940.79,8.50 - 10.03,942.29 - 940.82,N/A,N/A,9:05,5.51,4.93,,N/A,N/A,5.51,4.93,945.87,945.87,10.21,N/M,645897.96,5867660.735
04-44-2,Medial,14-May-18,950.79,951.38,0.59,10,940.79,8.50 - 10.04,942.29 - 940.83,N/A,N/A,16:25,6.93,6.35,,N/A,N/A,6.93,6.35,944.45,944.45,10.14,N/M,645897.96,5867660.735
04-44-2,Medial,10-Oct-18,950.79,951.38,0.59,10,940.79,8.50 - 10.05,942.29 - 940.84,N/A,N/A,9:05,6.72,6.14,,N/A,N/A,6.72,6.14,944.66,944.66,N/M,N/M,645897.96,5867660.735
04-45-2,Medial,07-Jun-16,943.18,943.91,0.73,5.4,937.78,2.40 - 5.40,940.78 - 937.78,N/A,N/A,16:55,2.06,1.33,,N/A,N/A,2.06,1.33,941.85,941.85,5.93,N/M,646043.939,5867664.508
04-45-2,Medial,19-Oct-16,943.18,943.91,0.73,5.4,937.78,2.40 - 5.41,940.78 - 937.79,N/A,N/A,9:52,1.09,0.36,,N/A,N/A,1.09,0.36,942.82,942.82,N/M,N/M,646043.939,5867664.508
04-45-2,Medial,31-May-17,943.18,943.91,0.73,5.4,937.78,2.40 - 5.42,940.78 - 937.80,N/A,N/A,10:05,1.2,0.47,,N/A,N/A,1.2,0.47,942.71,942.71,N/M,N/M,646043.939,5867664.508
04-45-2,Medial,18-Oct-17,943.18,943.91,0.73,5.4,937.78,2.40 - 5.43,940.78 - 937.81,N/A,N/A,8:53,1.5,0.77,,N/A,N/A,1.5,0.77,942.41,942.41,N/M,N/M,646043.939,5867664.508
04-45-2,Medial,14-May-18,943.18,943.91,0.73,5.4,937.78,2.40 - 5.44,940.78 - 937.82,N/A,N/A,16:45,1.67,0.94,,N/A,N/A,1.67,0.94,942.24,942.24,N/M,N/M,646043.939,5867664.508
04-45-2,Medial,10-Oct-18,943.18,943.91,0.73,5.4,937.78,2.40 - 5.45,940.78 - 937.83,N/A,N/A,8:58,2.05,1.32,,N/A,N/A,2.05,1.32,941.86,941.86,N/M,N/M,646043.939,5867664.508
02-41-2,Medial,06-Jun-16,940.8,941.7,0.9,4.5,936.3,1.00 - 4.50,939.80 - 936.30,N/A,N/A,14:30,1.61,0.71,,N/A,N/A,1.61,0.71,940.09,940.09,5.05,N/M,645531.708,5868078.322
02-41-2,Medial,20-Oct-16,940.8,941.7,0.9,4.5,936.3,1.00 - 4.51,939.80 - 936.31,N/A,N/A,9:17,0.97,0.07,,N/A,N/A,0.97,0.07,940.73,940.73,N/M,N/M,645531.708,5868078.322
02-41-2,Medial,29-May-17,940.8,941.7,0.9,4.5,936.3,1.00 - 4.52,939.80 - 936.32,N/A,N/A,12:33,1.43,0.53,,N/A,N/A,1.43,0.53,940.27,940.27,N/M,N/M,645531.708,5868078.322
02-41-2,Medial,17-Oct-17,940.8,941.7,0.9,4.5,936.3,1.00 - 4.53,939.80 - 936.33,N/A,N/A,12:10,1.38,0.48,,N/A,N/A,1.38,0.48,940.32,940.32,N/M,N/M,645531.708,5868078.322
02-41-2,Medial,14-May-18,940.8,941.7,0.9,4.5,936.3,1.00 - 4.54,939.80 - 936.34,N/A,N/A,12:25,1.48,0.58,,N/A,N/A,1.48,0.58,940.22,940.22,5.12,N/M,645531.708,5868078.322
02-41-2,Medial,09-Oct-18,940.8,941.7,0.9,4.5,936.3,1.00 - 4.55,939.80 - 936.35,N/A,N/A,12:05,1.45,0.55,,N/A,N/A,1.45,0.55,940.25,940.25,5.12,N/M,645531.708,5868078.322
97-16,Medial,08-Jun-16,947.84,948.05,0.21,8,939.84,5.00 - 8.00,942.84 - 939.84,N/A,N/A,12:04,5.65,5.44,,N/A,N/A,5.65,5.44,942.4,942.4,8.28,N/M,645562.765,5867581.984
97-16,Medial,18-Oct-16,947.84,948.05,0.21,8,939.84,5.00 - 8.01,942.84 - 939.85,N/A,N/A,13:43,4.27,4.06,,N/A,N/A,4.27,4.06,943.78,943.78,N/M,N/M,645562.765,5867581.984
97-16,Medial,29-May-17,947.84,948.05,0.21,8,939.84,5.00 - 8.02,942.84 - 939.86,N/A,N/A,16:35,2.52,2.31,,N/A,N/A,2.52,2.31,945.53,945.53,N/M,N/M,645562.765,5867581.984
97-16,Medial,18-Oct-17,947.84,948.05,0.21,8,939.84,5.00 - 8.03,942.84 - 939.87,N/A,N/A,10:06,3.54,3.33,,N/A,N/A,3.54,3.33,944.51,944.51,8.28,N/M,645562.765,5867581.984
97-16,Medial,15-May-18,947.84,948.05,0.21,8,939.84,5.00 - 8.04,942.84 - 939.88,N/A,N/A,10:00,4.84,4.63,,N/A,N/A,4.84,4.63,943.21,943.21,N/M,N/M,645562.765,5867581.984
97-16,Medial,09-Oct-18,947.84,948.05,0.21,8,939.84,5.00 - 8.05,942.84 - 939.89,N/A,N/A,12:20,5.24,5.03,,N/A,N/A,5.24,5.03,942.81,942.81,8.28,N/M,645562.765,5867581.984
97-18,Medial,08-Jun-16,948.79,949.37,0.58,8,940.79,5.00 - 8.00,943.79 - 940.79,N/A,N/A,12:06,6.28,5.7,,N/A,N/A,6.28,5.7,943.09,943.09,8.65,N/M,645578.414,5867556.733
97-18,Medial,19-Oct-16,948.79,949.37,0.58,8,940.79,5.00 - 8.01,943.79 - 940.80,N/A,N/A,8:50,4.98,4.4,,N/A,N/A,4.98,4.4,944.39,944.39,N/M,N/M,645578.414,5867556.733
97-18,Medial,29-May-17,948.79,949.37,0.58,8,940.79,5.00 - 8.02,943.79 - 940.81,N/A,N/A,17:10,2.89,2.31,,N/A,N/A,2.89,2.31,946.48,946.48,N/M,N/M,645578.414,5867556.733
97-18,Medial,18-Oct-17,948.79,949.37,0.58,8,940.79,5.00 - 8.03,943.79 - 940.82,N/A,N/A,10:15,4.13,3.55,,N/A,N/A,4.13,3.55,945.24,945.24,8.65,N/M,645578.414,5867556.733
97-18,Medial,15-May-18,948.79,949.37,0.58,8,940.79,5.00 - 8.04,943.79 - 940.83,N/A,N/A,9:45,5.55,4.97,,N/A,N/A,5.55,4.97,943.82,943.82,8.65,N/M,645578.414,5867556.733
97-18,Medial,09-Oct-18,948.79,949.37,0.58,8,940.79,5.00 - 8.05,943.79 - 940.84,N/A,N/A,14:45,5.86,5.28,,N/A,N/A,5.86,5.28,943.51,943.51,N/M,N/M,645578.414,5867556.733
97-24,Medial,08-Jun-16,948.26,948.82,0.56,8,940.26,5.00 - 8.00,943.26 - 940.26,N/A,N/A,13:35,4.8,4.24,,N/A,N/A,4.8,4.24,944.02,944.02,8.66,N/M,645602.327,5867454.493
97-24,Medial,18-Oct-16,948.26,948.82,0.56,8,940.26,5.00 - 8.01,943.26 - 940.27,N/A,N/A,15:30,3.08,2.52,,N/A,N/A,3.08,2.52,945.74,945.74,N/M,N/M,645602.327,5867454.493
97-24,Medial,30-May-17,948.26,948.82,0.56,8,940.26,5.00 - 8.02,943.26 - 940.28,N/A,N/A,9:25,2.34,1.78,,N/A,N/A,2.34,1.78,946.48,946.48,N/M,N/M,645602.327,5867454.493
97-24,Medial,18-Oct-17,948.26,948.82,0.56,8,940.26,5.00 - 8.03,943.26 - 940.29,N/A,N/A,10:11,3.32,2.76,,N/A,N/A,3.32,2.76,945.5,945.5,N/M,N/M,645602.327,5867454.493
97-24,Medial,15-May-18,948.26,948.82,0.56,8,940.26,5.00 - 8.04,943.26 - 940.30,N/A,N/A,11:30,4.01,3.45,,N/A,N/A,4.01,3.45,944.81,944.81,8.64,N/M,645602.327,5867454.493
97-24,Medial,09-Oct-18,948.26,948.82,0.56,8,940.26,5.00 - 8.05,943.26 - 940.31,N/A,N/A,15:50,5.08,4.52,,N/A,N/A,5.08,4.52,943.74,943.74,N/M,N/M,645602.327,5867454.493
97-25,Medial,08-Jun-16,952.37,952.93,0.56,11,941.37,8.00 - 11.00,944.37 - 941.37,N/A,N/A,13:28,8.14,7.58,,N/A,N/A,8.14,7.58,944.79,944.79,11.62,N/M,645662.667,5867455.665
97-25,Medial,18-Oct-16,952.37,952.93,0.56,11,941.37,8.00 - 11.01,944.37 - 941.38,N/A,N/A,15:33,5.79,5.23,,N/A,N/A,5.79,5.23,947.14,947.14,N/M,N/M,645662.667,5867455.665
97-25,Medial,30-May-17,952.37,952.93,0.56,11,941.37,8.00 - 11.02,944.37 - 941.39,N/A,N/A,9:30,5.29,4.73,,N/A,N/A,5.29,4.73,947.64,947.64,N/M,N/M,645662.667,5867455.665
97-25,Medial,18-Oct-17,952.37,952.93,0.56,11,941.37,8.00 - 11.03,944.37 - 941.40,N/A,N/A,10:16,6.09,5.53,,N/A,N/A,6.09,5.53,946.84,946.84,N/M,N/M,645662.667,5867455.665
97-25,Medial,15-May-18,952.37,952.93,0.56,11,941.37,8.00 - 11.04,944.37 - 941.41,N/A,N/A,11:35,7.61,7.05,,N/A,N/A,7.61,7.05,945.32,945.32,N/M,N/M,645662.667,5867455.665
97-25,Medial,09-Oct-18,952.37,952.93,0.56,11,941.37,8.00 - 11.05,944.37 - 941.42,N/A,N/A,16:05,8.19,7.63,,N/A,N/A,8.19,7.63,944.74,944.74,N/M,N/M,645662.667,5867455.665
97-26,Medial,08-Jun-16,944.69,945.28,0.59,7.5,937.19,4.50 - 7.50,940.19 - 937.19,N/A,N/A,12:44,3.1,2.51,,N/A,N/A,3.1,2.51,942.18,942.18,8.34,N/M,645553.462,5867503.603
97-26,Medial,18-Oct-16,944.69,945.28,0.59,7.5,937.19,4.50 - 7.51,940.19 - 937.20,N/A,N/A,14:47,1.91,1.32,,N/A,N/A,1.91,1.32,943.37,943.37,N/M,N/M,645553.462,5867503.603
97-26,Medial,30-May-17,944.69,945.28,0.59,7.5,937.19,4.50 - 7.52,940.19 - 937.21,N/A,N/A,8:22,1.38,0.79,,N/A,N/A,1.38,0.79,943.9,943.9,N/M,N/M,645553.462,5867503.603
97-26,Medial,18-Oct-17,944.69,945.28,0.59,7.5,937.19,4.50 - 7.53,940.19 - 937.22,N/A,N/A,11:13,2.32,1.73,,N/A,N/A,2.32,1.73,942.96,942.96,8.34,N/M,645553.462,5867503.603
97-26,Medial,15-May-18,944.69,945.28,0.59,7.5,937.19,4.50 - 7.54,940.19 - 937.23,N/A,N/A,11:55,2.44,1.85,,N/A,N/A,2.44,1.85,942.84,942.84,N/M,N/M,645553.462,5867503.603
97-26,Medial,09-Oct-18,944.69,945.28,0.59,7.5,937.19,4.50 - 7.55,940.19 - 937.24,N/A,N/A,16:10,3.46,2.87,,N/A,N/A,3.46,2.87,941.82,941.82,8.34,N/M,645553.462,5867503.603
97-27,Medial,08-Jun-16,949.39,950.13,0.74,8,941.39,5.00 - 8.00,944.39 - 941.39,N/A,N/A,13:40,5.56,4.82,,N/A,N/A,5.56,4.82,944.57,944.57,N/M,N/M,645615.964,5867506.206
97-27,Medial,18-Oct-16,949.39,950.13,0.74,8,941.39,5.00 - 8.01,944.39 - 941.40,N/A,N/A,15:40,3.78,3.04,,N/A,N/A,3.78,3.04,946.35,946.35,N/M,N/M,645615.964,5867506.206
97-27,Medial,30-May-17,949.39,950.13,0.74,8,941.39,5.00 - 8.02,944.39 - 941.41,N/A,N/A,9:35,2.68,1.94,,N/A,N/A,2.68,1.94,947.45,947.45,N/M,N/M,645615.964,5867506.206
97-27,Medial,18-Oct-17,949.39,950.13,0.74,8,941.39,5.00 - 8.03,944.39 - 941.42,N/A,N/A,11:30,3.66,2.92,,N/A,N/A,3.66,2.92,946.47,946.47,N/M,N/M,645615.964,5867506.206
97-27,Medial,15-May-18,949.39,950.13,0.74,8,941.39,5.00 - 8.04,944.39 - 941.43,N/A,N/A,12:00,5.02,4.28,,N/A,N/A,5.02,4.28,945.11,945.11,N/M,N/M,645615.964,5867506.206
97-27,Medial,09-Oct-18,949.39,950.13,0.74,8,941.39,5.00 - 8.05,944.39 - 941.44,N/A,N/A,16:00,5.65,4.91,,N/A,N/A,5.65,4.91,944.48,944.48,N/M,N/M,645615.964,5867506.206
97-30,Medial,08-Jun-16,943.24,943.88,0.64,6,937.24,3.00 - 6.00,940.24 - 937.24,N/A,N/A,12:50,2.04,1.4,,N/A,N/A,2.04,1.4,941.84,941.84,6.4,N/M,645544.922,5867456.289
97-30,Medial,18-Oct-16,943.24,943.88,0.64,6,937.24,3.00 - 6.01,940.24 - 937.25,N/A,N/A,15:15,1.22,0.58,,N/A,N/A,1.22,0.58,942.66,942.66,N/M,N/M,645544.922,5867456.289
97-30,Medial,30-May-17,943.24,943.88,0.64,6,937.24,3.00 - 6.02,940.24 - 937.26,N/A,N/A,9:15,1.31,0.67,,N/A,N/A,1.31,0.67,942.57,942.57,N/M,N/M,645544.922,5867456.289
97-30,Medial,18-Oct-17,943.24,943.88,0.64,6,937.24,3.00 - 6.03,940.24 - 937.27,N/A,N/A,11:00,1.79,1.15,,N/A,N/A,1.79,1.15,942.09,942.09,N/M,N/M,645544.922,5867456.289
97-30,Medial,15-May-18,943.24,943.88,0.64,6,937.24,3.00 - 6.04,940.24 - 937.28,N/A,N/A,11:15,1.63,0.99,,N/A,N/A,1.63,0.99,942.25,942.25,6.4,N/M,645544.922,5867456.289
97-30,Medial,09-Oct-18,943.24,943.88,0.64,6,937.24,3.00 - 6.05,940.24 - 937.29,N/A,N/A,15:35,2.67,2.03,,N/A,N/A,2.67,2.03,941.21,941.21,N/M,N/M,645544.922,5867456.289
97-31,Medial,08-Jun-16,944.67,945.39,0.72,6,938.67,3.00 - 6.00,941.67 - 938.67,N/A,N/A,12:48,2.68,1.96,,N/A,N/A,2.68,1.96,942.71,942.71,6.46,N/M,645565.069,5867465.656
97-31,Medial,18-Oct-16,944.67,945.39,0.72,6,938.67,3.00 - 6.01,941.67 - 938.68,N/A,N/A,15:08,1.71,0.99,,N/A,N/A,1.71,0.99,943.68,943.68,N/M,N/M,645565.069,5867465.656
97-31,Medial,30-May-17,944.67,945.39,0.72,6,938.67,3.00 - 6.02,941.67 - 938.69,N/A,N/A,9:20,1.66,0.94,,N/A,N/A,1.66,0.94,943.73,943.73,N/M,N/M,645565.069,5867465.656
97-31,Medial,18-Oct-17,944.67,945.39,0.72,6,938.67,3.00 - 6.03,941.67 - 938.70,N/A,N/A,10:07,2.21,1.49,,N/A,N/A,2.21,1.49,943.18,943.18,6.46,N/M,645565.069,5867465.656
97-31,Medial,15-May-18,944.67,945.39,0.72,6,938.67,3.00 - 6.04,941.67 - 938.71,N/A,N/A,11:25,2.06,1.34,,N/A,N/A,2.06,1.34,943.33,943.33,N/M,N/M,645565.069,5867465.656
97-31,Medial,09-Oct-18,944.67,945.39,0.72,6,938.67,3.00 - 6.05,941.67 - 938.72,N/A,N/A,15:45,3.24,2.52,,N/A,N/A,3.24,2.52,942.15,942.15,6.46,N/M,645565.069,5867465.656
97-32,Medial,08-Jun-16,943.68,944.23,0.55,7.5,936.18,4.50 - 7.50,939.18 - 936.18,N/A,N/A,12:37,2.58,2.03,,N/A,N/A,2.58,2.03,941.65,941.65,8.1,N/M,645535.413,5867531.617
97-32,Medial,18-Oct-16,943.68,944.23,0.55,7.5,936.18,4.50 - 7.51,939.18 - 936.19,N/A,N/A,14:40,1.38,0.83,,N/A,N/A,1.38,0.83,942.85,942.85,N/M,N/M,645535.413,5867531.617
97-32,Medial,29-May-17,943.68,944.23,0.55,7.5,936.18,4.50 - 7.52,939.18 - 936.20,N/A,N/A,17:00,0.97,0.42,,N/A,N/A,0.97,0.42,943.26,943.26,N/M,N/M,645535.413,5867531.617
97-32,Medial,18-Oct-17,943.68,944.23,0.55,7.5,936.18,4.50 - 7.53,939.18 - 936.21,N/A,N/A,11:15,1.79,1.24,,N/A,N/A,1.79,1.24,942.44,942.44,N/M,N/M,645535.413,5867531.617
97-32,Medial,15-May-18,943.68,944.23,0.55,7.5,936.18,4.50 - 7.54,939.18 - 936.22,N/A,N/A,11:45,1.96,1.41,,N/A,N/A,1.96,1.41,942.27,942.27,8.08,N/M,645535.413,5867531.617
97-32,Medial,09-Oct-18,943.68,944.23,0.55,7.5,936.18,4.50 - 7.55,939.18 - 936.23,N/A,N/A,16:25,2.89,2.34,,N/A,N/A,2.89,2.34,941.34,941.34,N/M,N/M,645535.413,5867531.617
98-34,Medial,08-Jun-16,942.54,943.08,0.54,5.2,937.34,2.20 - 5.20,940.34 - 937.34,N/A,N/A,13:12,1.6,1.06,,N/A,N/A,1.6,1.06,941.48,941.48,5.57,N/M,645538.164,5867382.607
98-34,Medial,18-Oct-16,942.54,943.08,0.54,5.2,937.34,2.20 - 5.21,940.34 - 937.35,N/A,N/A,15:25,1.12,0.58,,N/A,N/A,1.12,0.58,941.96,941.96,N/M,N/M,645538.164,5867382.607
98-34,Medial,30-May-17,942.54,943.08,0.54,5.2,937.34,2.20 - 5.22,940.34 - 937.36,N/A,N/A,9:05,1.16,0.62,,N/A,N/A,1.16,0.62,941.92,941.92,N/M,N/M,645538.164,5867382.607
98-34,Medial,18-Oct-17,942.54,943.08,0.54,5.2,937.34,2.20 - 5.23,940.34 - 937.37,N/A,N/A,10:30,1.69,1.15,,N/A,N/A,1.69,1.15,941.39,941.39,N/M,N/M,645538.164,5867382.607
98-34,Medial,15-May-18,942.54,943.08,0.54,5.2,937.34,2.20 - 5.24,940.34 - 937.38,N/A,N/A,11:10,1.26,0.72,,N/A,N/A,1.26,0.72,941.82,941.82,N/M,N/M,645538.164,5867382.607
98-34,Medial,09-Oct-18,942.54,943.08,0.54,5.2,937.34,2.20 - 5.25,940.34 - 937.39,N/A,N/A,15:25,2.5,1.96,,N/A,N/A,2.5,1.96,940.58,940.58,N/M,N/M,645538.164,5867382.607
98-35,Medial,08-Jun-16,942.24,943.03,0.79,6,936.24,3.00 - 6.00,939.24 - 936.24,N/A,N/A,13:07,2.13,1.34,,N/A,N/A,2.13,1.34,940.9,940.9,6.6,N/M,645519.588,5867424.011
98-35,Medial,18-Oct-16,942.24,943.03,0.79,6,936.24,3.00 - 6.01,939.24 - 936.25,N/A,N/A,15:20,1.71,0.92,,N/A,N/A,1.71,0.92,941.32,941.32,N/M,N/M,645519.588,5867424.011
98-35,Medial,30-May-17,942.24,943.03,0.79,6,936.24,3.00 - 6.02,939.24 - 936.26,N/A,N/A,9:10,1.59,0.8,,N/A,N/A,1.59,0.8,941.44,941.44,N/M,N/M,645519.588,5867424.011
98-35,Medial,18-Oct-17,942.24,943.03,0.79,6,936.24,3.00 - 6.03,939.24 - 936.27,N/A,N/A,10:37,2.18,1.39,,N/A,N/A,2.18,1.39,940.85,940.85,N/M,N/M,645519.588,5867424.011
98-35,Medial,15-May-18,942.24,943.03,0.79,6,936.24,3.00 - 6.04,939.24 - 936.28,N/A,N/A,10:55,1.74,0.95,,N/A,N/A,1.74,0.95,941.29,941.29,N/M,N/M,645519.588,5867424.011
98-35,Medial,09-Oct-18,942.24,943.03,0.79,6,936.24,3.00 - 6.05,939.24 - 936.29,N/A,N/A,15:20,2.84,2.05,,N/A,N/A,2.84,2.05,940.19,940.19,N/M,N/M,645519.588,5867424.011
98-36,Medial,08-Jun-16,943.88,944.63,0.75,5.5,938.38,2.50 - 5.50,941.38 - 938.38,N/A,N/A,13:04,2.14,1.39,,N/A,N/A,2.14,1.39,942.49,942.49,6.01,N/M,645563.338,5867427.242
98-36,Medial,18-Oct-16,943.88,944.63,0.75,5.5,938.38,2.50 - 5.51,941.38 - 938.39,N/A,N/A,15:21,1.24,0.49,,N/A,N/A,1.24,0.49,943.39,943.39,N/M,N/M,645563.338,5867427.242
98-36,Medial,30-May-17,943.88,944.63,0.75,5.5,938.38,2.50 - 5.52,941.38 - 938.40,N/A,N/A,9:15,1.33,0.58,,N/A,N/A,1.33,0.58,943.3,943.3,N/M,N/M,645563.338,5867427.242
98-36,Medial,18-Oct-17,943.88,944.63,0.75,5.5,938.38,2.50 - 5.53,941.38 - 938.41,N/A,N/A,10:22,1.78,1.03,,N/A,N/A,1.78,1.03,942.85,942.85,N/M,N/M,645563.338,5867427.242
98-36,Medial,15-May-18,943.88,944.63,0.75,5.5,938.38,2.50 - 5.54,941.38 - 938.42,N/A,N/A,11:05,1.61,0.86,,N/A,N/A,1.61,0.86,943.02,943.02,6.02,N/M,645563.338,5867427.242
98-36,Medial,09-Oct-18,943.88,944.63,0.75,5.5,938.38,2.50 - 5.55,941.38 - 938.43,N/A,N/A,15:35,2.65,1.9,,N/A,N/A,2.65,1.9,941.98,941.98,N/M,N/M,645563.338,5867427.242
43598,Medial,08-Jun-16,940.92,941.79,0.87,8,932.92,5.00 - 8.00,935.92 - 932.92,N/A,N/A,12:20,2.4,1.53,,N/A,N/A,2.4,1.53,939.39,939.39,9.11,N/M,645470.854,5867572.661
43598,Medial,18-Oct-16,940.92,941.79,0.87,8,932.92,5.00 - 8.01,935.92 - 932.93,N/A,N/A,14:18,1.42,0.55,,N/A,N/A,1.42,0.55,940.37,940.37,N/M,N/M,645470.854,5867572.661
